fips,year,variable_name,value
23013,2017,rentMedian4BR,1046
23013,2017,medianHousingYear,1971
23013,2017,rentMedian,790
23013,2017,rentMedianPercHH,28.3
23013,2017,edPercHSGED,35.220758322437895
23013,2017,edPercBS,19.688893358811896
23013,2017,vacancyRate,29.704728474086313
23023,2017,nHousingUnits,18638
23023,2017,nHousingOccupied,15810
23023,2017,nHousingVacant,2828
23023,2017,rentMedian1BR,704
23023,2017,rentMedian4BR,1206
23023,2017,medianHousingYear,1976
23023,2017,rentMedian,843
23023,2017,rentMedianPercHH,29.8
23023,2017,edPercHSGED,31.029951690821257
23023,2017,edPercBS,22.032850241545894
23023,2017,vacancyRate,15.173301856422365
23031,2017,nHousingUnits,108609
23031,2017,nHousingOccupied,83324
23031,2017,nHousingVacant,25285
23031,2017,rentMedian1BR,725
23031,2017,rentMedian4BR,1297
23031,2017,medianHousingYear,1978
23031,2017,rentMedian,926
23031,2017,rentMedianPercHH,29.5
23031,2017,edPercHSGED,30.974031741260223
23031,2017,edPercBS,20.559400427680348
23031,2017,vacancyRate,23.28075942141075
23011,2017,nHousingUnits,62225
23011,2017,nHousingOccupied,51055
23011,2017,nHousingVacant,11170
23011,2017,rentMedian1BR,594
23011,2017,rentMedian4BR,980
23011,2017,medianHousingYear,1973
23011,2017,rentMedian,727
23011,2017,rentMedianPercHH,29
23011,2017,edPercHSGED,33.33333333333333
23011,2017,edPercBS,16.36643890767709
23011,2017,vacancyRate,17.95098433105665
23007,2017,nHousingUnits,22068
23007,2017,nHousingOccupied,11577
23007,2017,nHousingVacant,10491
23007,2017,rentMedian1BR,477
23007,2017,rentMedian4BR,776
23007,2017,medianHousingYear,1976
23007,2017,rentMedian,596
23007,2017,rentMedianPercHH,27.7
23007,2017,edPercHSGED,36.62233795219939
23007,2017,edPercBS,16.74416441923184
23007,2017,vacancyRate,47.539423599782495
23025,2017,nHousingUnits,30801
23025,2017,nHousingOccupied,21392
23025,2017,nHousingVacant,9409
23025,2017,rentMedian1BR,529
23025,2017,rentMedian4BR,964
23025,2017,medianHousingYear,1975
23025,2017,rentMedian,714
23025,2017,rentMedianPercHH,36.7
23025,2017,edPercHSGED,40.23123548102854
23025,2017,edPercBS,11.796747750393848
23025,2017,vacancyRate,30.547709489951625
23009,2017,nHousingUnits,40916
23009,2017,nHousingOccupied,23674
23009,2017,nHousingVacant,17242
23009,2017,rentMedian1BR,560
23009,2017,rentMedian4BR,1071
23009,2017,medianHousingYear,1979
23009,2017,rentMedian,812
23009,2017,rentMedianPercHH,28.3
23009,2017,edPercHSGED,33.03736498978301
23009,2017,edPercBS,19.166585579449254
23009,2017,vacancyRate,42.139994134323985
25025,2017,nHousingUnits,328662
25025,2017,nHousingOccupied,303676
25025,2017,nHousingVacant,24986
25025,2017,rentMedian1BR,1291
25025,2017,rentMedian4BR,1645
25025,2017,medianHousingYear,1939
25025,2017,rentMedian,1419
25025,2017,rentMedianPercHH,31.1
25025,2017,edPercHSGED,23.230739399724808
25025,2017,edPercBS,24.331132050847014
25025,2017,vacancyRate,7.602339181286549
25001,2017,nHousingUnits,162629
25001,2017,nHousingOccupied,95011
25001,2017,nHousingVacant,67618
25001,2017,rentMedian1BR,897
25001,2017,rentMedian4BR,1569
25001,2017,medianHousingYear,1975
25001,2017,rentMedian,1199
25001,2017,rentMedianPercHH,32.6
25001,2017,edPercHSGED,25.028316000508777
25001,2017,edPercBS,23.881139423746674
25001,2017,vacancyRate,41.57807033185963
25007,2017,nHousingUnits,17677
25007,2017,nHousingOccupied,6139
25007,2017,nHousingVacant,11538
25007,2017,rentMedian1BR,1138
25007,2017,rentMedian4BR,2409
25007,2017,medianHousingYear,1982
25007,2017,rentMedian,1441
25007,2017,rentMedianPercHH,31.4
25007,2017,edPercHSGED,21.992614127445588
25007,2017,edPercBS,28.215604620099
25007,2017,vacancyRate,65.27125643491543
25017,2017,nHousingUnits,626351
25017,2017,nHousingOccupied,593784
25017,2017,nHousingVacant,32567
25017,2017,rentMedian1BR,1184
25017,2017,rentMedian4BR,1998
25017,2017,medianHousingYear,1958
25017,2017,rentMedian,1455
25017,2017,rentMedianPercHH,28.4
25017,2017,edPercHSGED,20.081009052517615
25017,2017,edPercBS,26.88969158902998
25017,2017,vacancyRate,5.199480802297753
25003,2017,nHousingUnits,68928
25003,2017,nHousingOccupied,55063
25003,2017,nHousingVacant,13865
25003,2017,rentMedian1BR,651
25003,2017,rentMedian4BR,1082
25003,2017,medianHousingYear,1953
25003,2017,rentMedian,802
25003,2017,rentMedianPercHH,30.3
25003,2017,edPercHSGED,29.90516378354522
25003,2017,edPercBS,18.296608071304778
25003,2017,vacancyRate,20.115192664809655
25005,2017,nHousingUnits,233550
25005,2017,nHousingOccupied,215903
25005,2017,nHousingVacant,17647
25005,2017,rentMedian1BR,697
25005,2017,rentMedian4BR,1187
25005,2017,medianHousingYear,1960
25005,2017,rentMedian,855
25005,2017,rentMedianPercHH,29
25005,2017,edPercHSGED,29.83580999285008
25005,2017,edPercBS,17.179163536964044
25005,2017,vacancyRate,7.555983729394134
25013,2017,nHousingUnits,193332
25013,2017,nHousingOccupied,178931
25013,2017,nHousingVacant,14401
25013,2017,rentMedian1BR,654
25013,2017,rentMedian4BR,1272
25013,2017,medianHousingYear,1957
25013,2017,rentMedian,866
25013,2017,rentMedianPercHH,32.6
25013,2017,edPercHSGED,30.204346127334354
25013,2017,edPercBS,15.697136994177422
25013,2017,vacancyRate,7.448844474789482
25023,2017,nHousingUnits,204764
25023,2017,nHousingOccupied,184195
25023,2017,nHousingVacant,20569
25023,2017,rentMedian1BR,851
25023,2017,rentMedian4BR,1692
25023,2017,medianHousingYear,1968
25023,2017,rentMedian,1185
25023,2017,rentMedianPercHH,31.1
25023,2017,edPercHSGED,28.266791654238926
25023,2017,edPercBS,22.67757467297286
25023,2017,vacancyRate,10.045222793069094
25009,2017,nHousingUnits,311179
25009,2017,nHousingOccupied,291659
25009,2017,nHousingVacant,19520
25009,2017,rentMedian1BR,905
25009,2017,rentMedian4BR,1452
25009,2017,medianHousingYear,1956
25009,2017,rentMedian,1135
25009,2017,rentMedianPercHH,31.5
25009,2017,edPercHSGED,25.374517114365286
25009,2017,edPercBS,23.264980684574613
25009,2017,vacancyRate,6.2729168742106625
25011,2017,nHousingUnits,33994
25011,2017,nHousingOccupied,30512
25011,2017,nHousingVacant,3482
25011,2017,rentMedian1BR,713
25011,2017,rentMedian4BR,1202
25011,2017,medianHousingYear,1960
25011,2017,rentMedian,899
25011,2017,rentMedianPercHH,31.5
25011,2017,edPercHSGED,27.891491052173585
25011,2017,edPercBS,18.796110627672054
25011,2017,vacancyRate,10.242984056009883
25021,2017,nHousingUnits,275925
25021,2017,nHousingOccupied,262324
25021,2017,nHousingVacant,13601
25021,2017,rentMedian1BR,1211
25021,2017,rentMedian4BR,2014
25021,2017,medianHousingYear,1961
25021,2017,rentMedian,1450
25021,2017,rentMedianPercHH,29.5
25021,2017,edPercHSGED,20.045505506825826
25021,2017,edPercBS,28.519051309107695
25021,2017,vacancyRate,4.92923801757724
25027,2017,nHousingUnits,332532
25027,2017,nHousingOccupied,305975
25027,2017,nHousingVacant,26557
25027,2017,rentMedian1BR,766
25027,2017,rentMedian4BR,1244
25027,2017,medianHousingYear,1962
25027,2017,rentMedian,987
25027,2017,rentMedianPercHH,29.5
25027,2017,edPercHSGED,28.645809120914883
25027,2017,edPercBS,21.60129164684973
25027,2017,vacancyRate,7.986299062947326
25015,2017,nHousingUnits,63436
25015,2017,nHousingOccupied,58782
25015,2017,nHousingVacant,4654
25015,2017,rentMedian1BR,831
25015,2017,rentMedian4BR,1620
25015,2017,medianHousingYear,1966
25015,2017,rentMedian,1040
25015,2017,rentMedianPercHH,32.7
25015,2017,edPercHSGED,24.458463712526495
25015,2017,edPercBS,22.557787423034217
25015,2017,vacancyRate,7.3365281543603
25019,2017,nHousingUnits,12030
25019,2017,nHousingOccupied,3761
25019,2017,nHousingVacant,8269
25019,2017,rentMedian1BR,1556
25019,2017,rentMedian4BR,1843
25019,2017,medianHousingYear,1985
25019,2017,rentMedian,1689
25019,2017,rentMedianPercHH,28.9
25019,2017,edPercHSGED,22.304879586432985
25019,2017,edPercBS,24.71315092674316
25019,2017,vacancyRate,68.73649210307565
23015,2017,nHousingUnits,23833
23015,2017,nHousingOccupied,15241
23015,2017,nHousingVacant,8592
23015,2017,rentMedian1BR,646
23015,2017,rentMedian4BR,1210
23015,2017,medianHousingYear,1976
23015,2017,rentMedian,761
23015,2017,rentMedianPercHH,29.9
23015,2017,edPercHSGED,32.565915904373895
23015,2017,edPercBS,18.737028211238375
23015,2017,vacancyRate,36.05085385809591
50021,2017,nHousingUnits,34256
50021,2017,nHousingOccupied,25160
50021,2017,nHousingVacant,9096
50021,2017,rentMedian1BR,702
50021,2017,rentMedian4BR,1104
50021,2017,medianHousingYear,1969
50021,2017,rentMedian,821
50021,2017,rentMedianPercHH,30.7
50021,2017,edPercHSGED,34.71823153211604
50021,2017,edPercBS,18.854852164241358
50021,2017,vacancyRate,26.55301261092947
50019,2017,nHousingUnits,17080
50019,2017,nHousingOccupied,11498
50019,2017,nHousingVacant,5582
50019,2017,rentMedian1BR,636
50019,2017,rentMedian4BR,1113
50019,2017,medianHousingYear,1975
50019,2017,rentMedian,736
50019,2017,rentMedianPercHH,30.3
50019,2017,edPercHSGED,38.31036242981113
50019,2017,edPercBS,13.716181725370086
50019,2017,vacancyRate,32.68149882903981
50013,2017,nHousingUnits,5212
50013,2017,nHousingOccupied,2952
50013,2017,nHousingVacant,2260
50013,2017,rentMedian1BR,803
50013,2017,rentMedian4BR,1667
50013,2017,medianHousingYear,1978
50013,2017,rentMedian,1028
50013,2017,rentMedianPercHH,30.3
50013,2017,edPercHSGED,26.830203142966653
50013,2017,edPercBS,23.035645841318512
50013,2017,vacancyRate,43.36147352264006
50017,2017,nHousingUnits,15242
50017,2017,nHousingOccupied,12275
50017,2017,nHousingVacant,2967
50017,2017,rentMedian1BR,673
50017,2017,rentMedian4BR,1312
50017,2017,medianHousingYear,1975
50017,2017,rentMedian,847
50017,2017,rentMedianPercHH,30.4
50017,2017,edPercHSGED,35.26441162458313
50017,2017,edPercBS,17.63696998570748
50017,2017,vacancyRate,19.46594935047894
50007,2017,nHousingUnits,68453
50007,2017,nHousingOccupied,64906
50007,2017,nHousingVacant,3547
50007,2017,rentMedian1BR,970
50007,2017,rentMedian4BR,1689
50007,2017,medianHousingYear,1978
50007,2017,rentMedian,1186
50007,2017,rentMedianPercHH,32.7
50007,2017,edPercHSGED,19.974538994290274
50007,2017,edPercBS,28.998945458345602
50007,2017,vacancyRate,5.181657487619242
50015,2017,nHousingUnits,13431
50015,2017,nHousingOccupied,10401
50015,2017,nHousingVacant,3030
50015,2017,rentMedian1BR,675
50015,2017,rentMedian4BR,961
50015,2017,medianHousingYear,1981
50015,2017,rentMedian,894
50015,2017,rentMedianPercHH,29.1
50015,2017,edPercHSGED,26.342666972687628
50015,2017,edPercBS,22.985999540968557
50015,2017,vacancyRate,22.559749832477106
50027,2017,nHousingUnits,34628
50027,2017,nHousingOccupied,24121
50027,2017,nHousingVacant,10507
50027,2017,rentMedian1BR,775
50027,2017,rentMedian4BR,1225
50027,2017,medianHousingYear,1973
50027,2017,rentMedian,892
50027,2017,rentMedianPercHH,30.4
50027,2017,edPercHSGED,30.61170532387934
50027,2017,edPercBS,20.514361254656894
50027,2017,vacancyRate,30.34249740094721
50011,2017,nHousingUnits,22307
50011,2017,nHousingOccupied,18649
50011,2017,nHousingVacant,3658
50011,2017,rentMedian1BR,684
50011,2017,rentMedian4BR,1064
50011,2017,medianHousingYear,1975
50011,2017,rentMedian,930
50011,2017,rentMedianPercHH,27.1
50011,2017,edPercHSGED,37.2843809073724
50011,2017,edPercBS,16.522920604914933
50011,2017,vacancyRate,16.398439951584702
50005,2017,nHousingUnits,16274
50005,2017,nHousingOccupied,12094
50005,2017,nHousingVacant,4180
50005,2017,rentMedian1BR,683
50005,2017,rentMedian4BR,1094
50005,2017,medianHousingYear,1972
50005,2017,rentMedian,737
50005,2017,rentMedianPercHH,30.4
50005,2017,edPercHSGED,37.38217950503785
50005,2017,edPercBS,16.724706319357384
50005,2017,vacancyRate,25.68514194420548
50025,2017,nHousingUnits,30267
50025,2017,nHousingOccupied,19059
50025,2017,nHousingVacant,11208
50025,2017,rentMedian1BR,754
50025,2017,rentMedian4BR,1169
50025,2017,medianHousingYear,1973
50025,2017,rentMedian,862
50025,2017,rentMedianPercHH,32.4
50025,2017,edPercHSGED,29.768522880743742
50025,2017,edPercBS,21.39514431985929
50025,2017,vacancyRate,37.03042918029537
50003,2017,nHousingUnits,21108
50003,2017,nHousingOccupied,15280
50003,2017,nHousingVacant,5828
50003,2017,rentMedian1BR,702
50003,2017,rentMedian4BR,1047
50003,2017,medianHousingYear,1970
50003,2017,rentMedian,858
50003,2017,rentMedianPercHH,29.3
50003,2017,edPercHSGED,30.348588120740022
50003,2017,edPercBS,21.067185978578383
50003,2017,vacancyRate,27.61038468826985
50001,2017,nHousingUnits,17213
50001,2017,nHousingOccupied,14701
50001,2017,nHousingVacant,2512
50001,2017,rentMedian1BR,759
50001,2017,rentMedian4BR,1231
50001,2017,medianHousingYear,1976
50001,2017,rentMedian,955
50001,2017,rentMedianPercHH,28
50001,2017,edPercHSGED,31.26512476692982
50001,2017,edPercBS,21.76776292299758
50001,2017,vacancyRate,14.593621100331145
50009,2017,nHousingUnits,5125
50009,2017,nHousingOccupied,2720
50009,2017,nHousingVacant,2405
50009,2017,rentMedian1BR,489
50009,2017,rentMedian4BR,821
50009,2017,medianHousingYear,1973
50009,2017,rentMedian,688
50009,2017,rentMedianPercHH,28
50009,2017,edPercHSGED,45.86785638410878
50009,2017,edPercBS,9.071595496069683
50009,2017,vacancyRate,46.92682926829268
50023,2017,nHousingUnits,30510
50023,2017,nHousingOccupied,24719
50023,2017,nHousingVacant,5791
50023,2017,rentMedian1BR,720
50023,2017,rentMedian4BR,1278
50023,2017,medianHousingYear,1971
50023,2017,rentMedian,880
50023,2017,rentMedianPercHH,28.9
50023,2017,edPercHSGED,28.41058494489996
50023,2017,edPercBS,22.628068749551787
50023,2017,vacancyRate,18.98066207800721
09009,2017,nHousingUnits,365546
09009,2017,nHousingOccupied,327402
09009,2017,nHousingVacant,38144
09009,2017,rentMedian1BR,942
09009,2017,rentMedian4BR,1485
09009,2017,medianHousingYear,1961
09009,2017,rentMedian,1100
09009,2017,rentMedianPercHH,32.5
09009,2017,edPercHSGED,30.650459314611627
09009,2017,edPercBS,18.76450831600308
09009,2017,vacancyRate,10.434801639191784
09005,2017,nHousingUnits,88068
09005,2017,nHousingOccupied,74605
09005,2017,nHousingVacant,13463
09005,2017,rentMedian1BR,809
09005,2017,rentMedian4BR,1220
09005,2017,medianHousingYear,1966
09005,2017,rentMedian,995
09005,2017,rentMedianPercHH,29
09005,2017,edPercHSGED,29.050291706668634
09005,2017,edPercBS,20.305738128646333
09005,2017,vacancyRate,15.287050915201888
09003,2017,nHousingUnits,377840
09003,2017,nHousingOccupied,348871
09003,2017,nHousingVacant,28969
09003,2017,rentMedian1BR,866
09003,2017,rentMedian4BR,1544
09003,2017,medianHousingYear,1963
09003,2017,rentMedian,1044
09003,2017,rentMedianPercHH,30.1
09003,2017,edPercHSGED,27.1391943332643
09003,2017,edPercBS,21.219112389080745
09003,2017,vacancyRate,7.667001905568495
09015,2017,nHousingUnits,49577
09015,2017,nHousingOccupied,44529
09015,2017,nHousingVacant,5048
09015,2017,rentMedian1BR,670
09015,2017,rentMedian4BR,1438
09015,2017,medianHousingYear,1968
09015,2017,rentMedian,869
09015,2017,rentMedianPercHH,31
09015,2017,edPercHSGED,32.74803110604785
09015,2017,edPercBS,14.79766209321908
09015,2017,vacancyRate,10.182140912116505
09011,2017,nHousingUnits,122599
09011,2017,nHousingOccupied,107193
09011,2017,nHousingVacant,15406
09011,2017,rentMedian1BR,847
09011,2017,rentMedian4BR,1667
09011,2017,medianHousingYear,1967
09011,2017,rentMedian,1071
09011,2017,rentMedianPercHH,29.5
09011,2017,edPercHSGED,30.09150285217465
09011,2017,edPercBS,18.085862120151834
09011,2017,vacancyRate,12.566171012814134
09007,2017,nHousingUnits,75938
09007,2017,nHousingOccupied,66599
09007,2017,nHousingVacant,9339
09007,2017,rentMedian1BR,913
09007,2017,rentMedian4BR,1674
09007,2017,medianHousingYear,1970
09007,2017,rentMedian,1132
09007,2017,rentMedianPercHH,30.4
09007,2017,edPercHSGED,27.24509812175348
09007,2017,edPercBS,22.799942751786904
09007,2017,vacancyRate,12.298190629197503
09013,2017,nHousingUnits,59099
09013,2017,nHousingOccupied,54878
09013,2017,nHousingVacant,4221
09013,2017,rentMedian1BR,907
09013,2017,rentMedian4BR,1532
09013,2017,medianHousingYear,1973
09013,2017,rentMedian,1093
09013,2017,rentMedianPercHH,30.5
09013,2017,edPercHSGED,27.15224866480628
09013,2017,edPercBS,22.49709967704512
09013,2017,vacancyRate,7.142252829997124
09001,2017,nHousingUnits,369044
09001,2017,nHousingOccupied,337678
09001,2017,nHousingVacant,31366
09001,2017,rentMedian1BR,1167
09001,2017,rentMedian4BR,2065
09001,2017,medianHousingYear,1964
09001,2017,rentMedian,1439
09001,2017,rentMedianPercHH,32.6
09001,2017,edPercHSGED,21.956379270891546
09001,2017,edPercBS,25.82903824869513
09001,2017,vacancyRate,8.49925754110621
33005,2017,nHousingUnits,35304
33005,2017,nHousingOccupied,30529
33005,2017,nHousingVacant,4775
33005,2017,rentMedian1BR,763
33005,2017,rentMedian4BR,1242
33005,2017,medianHousingYear,1969
33005,2017,rentMedian,934
33005,2017,rentMedianPercHH,29.8
33005,2017,edPercHSGED,31.650286105355207
33005,2017,edPercBS,19.70039731574245
33005,2017,vacancyRate,13.525379560389759
33013,2017,nHousingUnits,64449
33013,2017,nHousingOccupied,57247
33013,2017,nHousingVacant,7202
33013,2017,rentMedian1BR,813
33013,2017,rentMedian4BR,1453
33013,2017,medianHousingYear,1977
33013,2017,rentMedian,1007
33013,2017,rentMedianPercHH,28.9
33013,2017,edPercHSGED,27.96032475490196
33013,2017,edPercBS,21.08800551470588
33013,2017,vacancyRate,11.174727303759562
33009,2017,nHousingUnits,52347
33009,2017,nHousingOccupied,34856
33009,2017,nHousingVacant,17491
33009,2017,rentMedian1BR,741
33009,2017,rentMedian4BR,1466
33009,2017,medianHousingYear,1978
33009,2017,rentMedian,904
33009,2017,rentMedianPercHH,28.8
33009,2017,edPercHSGED,28.00346692775629
33009,2017,edPercBS,19.554435580951157
33009,2017,vacancyRate,33.41356715762126
33015,2017,nHousingUnits,130187
33015,2017,nHousingOccupied,119955
33015,2017,nHousingVacant,10232
33015,2017,rentMedian1BR,925
33015,2017,rentMedian4BR,1739
33015,2017,medianHousingYear,1980
33015,2017,rentMedian,1164
33015,2017,rentMedianPercHH,28.3
33015,2017,edPercHSGED,25.386590244193684
33015,2017,edPercBS,25.416442772702847
33015,2017,vacancyRate,7.859463694531713
33001,2017,nHousingUnits,38148
33001,2017,nHousingOccupied,24579
33001,2017,nHousingVacant,13569
33001,2017,rentMedian1BR,744
33001,2017,rentMedian4BR,1224
33001,2017,medianHousingYear,1977
33001,2017,rentMedian,933
33001,2017,rentMedianPercHH,28.9
33001,2017,edPercHSGED,29.51044547887292
33001,2017,edPercBS,19.487733027502305
33001,2017,vacancyRate,35.56936143441334
33019,2017,nHousingUnits,22566
33019,2017,nHousingOccupied,17780
33019,2017,nHousingVacant,4786
33019,2017,rentMedian1BR,690
33019,2017,rentMedian4BR,1551
33019,2017,medianHousingYear,1972
33019,2017,rentMedian,893
33019,2017,rentMedianPercHH,28.8
33019,2017,edPercHSGED,37.5428027901078
33019,2017,edPercBS,16.58845909955612
33019,2017,vacancyRate,21.20889834263937
33011,2017,nHousingUnits,169289
33011,2017,nHousingOccupied,158139
33011,2017,nHousingVacant,11150
33011,2017,rentMedian1BR,885
33011,2017,rentMedian4BR,1454
33011,2017,medianHousingYear,1976
33011,2017,rentMedian,1132
33011,2017,rentMedianPercHH,28.8
33011,2017,edPercHSGED,26.812483686412282
33011,2017,edPercBS,23.3631739716267
33011,2017,vacancyRate,6.586370053577019
33017,2017,nHousingUnits,53109
33017,2017,nHousingOccupied,48543
33017,2017,nHousingVacant,4566
33017,2017,rentMedian1BR,805
33017,2017,rentMedian4BR,1563
33017,2017,medianHousingYear,1975
33017,2017,rentMedian,1018
33017,2017,rentMedianPercHH,28.8
33017,2017,edPercHSGED,27.6029499896041
33017,2017,edPercBS,22.21665056321319
33017,2017,vacancyRate,8.597412867875502
33007,2017,nHousingUnits,21491
33007,2017,nHousingOccupied,13879
33007,2017,nHousingVacant,7612
33007,2017,rentMedian1BR,552
33007,2017,rentMedian4BR,1030
33007,2017,medianHousingYear,1967
33007,2017,rentMedian,711
33007,2017,rentMedianPercHH,28.2
33007,2017,edPercHSGED,40.11333985649054
33007,2017,edPercBS,12.36545988258317
33007,2017,vacancyRate,35.41947792099018
33003,2017,nHousingUnits,40729
33003,2017,nHousingOccupied,21203
33003,2017,nHousingVacant,19526
33003,2017,rentMedian1BR,762
33003,2017,rentMedian4BR,1400
33003,2017,medianHousingYear,1981
33003,2017,rentMedian,920
33003,2017,rentMedianPercHH,30
33003,2017,edPercHSGED,29.879149122327338
33003,2017,edPercBS,21.816044184393284
33003,2017,vacancyRate,47.94127034790935
09110,2022,nHousingUnits,413960
09110,2022,nHousingOccupied,386549
09110,2022,nHousingVacant,27411
09110,2022,rentMedian1BR,1066
09110,2022,rentMedian4BR,1705
09110,2022,medianHousingYear,1966
09110,2022,rentMedian,1297
09110,2022,rentMedianPercHH,30.2
09110,2022,edPercHSGED,25.167272371846707
09110,2022,edPercBS,22.932383161099807
09110,2022,vacancyRate,6.621654266112668
09120,2022,nHousingUnits,125378
09120,2022,nHousingOccupied,117497
09120,2022,nHousingVacant,7881
09120,2022,rentMedian1BR,1177
09120,2022,rentMedian4BR,2112
09120,2022,medianHousingYear,1958
09120,2022,rentMedian,1446
09120,2022,rentMedianPercHH,35.1
09120,2022,edPercHSGED,25.173332129637988
09120,2022,edPercBS,23.51494086846619
09120,2022,vacancyRate,6.285791765700521
09130,2022,nHousingUnits,82618
09130,2022,nHousingOccupied,73084
09130,2022,nHousingVacant,9534
09130,2022,rentMedian1BR,1150
09130,2022,rentMedian4BR,1891
